id	filename	md5	size	state
9d4f11ce-4e20-4e4f-92c6-cd039ca7973d	TCGA-A6-2685-01Z-00-DX1.c69e23f4-34c9-41ff-a037-44bf7bbf33cd.svs	8a505e9d239d2aad4028487067c5334b	436523169	released
f6109ea3-6f3e-477d-9353-c08dcce93454	TCGA-D5-6531-01Z-00-DX1.32241731-5890-424e-96d5-b897e770f03c.svs	6046a4a5880234533841044ce0fe410b	526998525	released
43610e35-774c-43da-9053-742e286fa52c	TCGA-DM-A282-01Z-00-DX1.65f620ea-37be-4d3c-a993-a2bfb552108c.svs	7eec115e5089991839c6322e89027674	1697125009	released
bf04fde6-7ddf-42c2-9390-ab39db4e63ea	TCGA-F4-6805-01Z-00-DX1.9927edbb-2801-4988-b113-1fdfd31a72a0.svs	d57676123902c920e6a45237d0328b67	333170911	released
098102b9-668a-4743-b8b8-b0f1e1bd345c	TCGA-AD-A5EK-01Z-00-DX1.709B3557-3E24-4CAB-8CD6-604C9438BC12.svs	8789cc8d537fd9248c8dfec608a6ad18	332315158	released
dcbe590f-5960-402f-a095-d9be5ac773e8	TCGA-D5-6928-01Z-00-DX1.f8a8fb91-c23e-418e-b9a3-500af1402ce1.svs	df4429cf8352e45b5e5e120f778fb35a	127650421	released
80335604-0905-4719-a4a0-4f8e23884435	TCGA-D5-6539-01Z-00-DX1.fe2a2e60-1db0-4019-9920-99416b34f05e.svs	2d4373cbc81a8782485ac0d04dcfe397	472493909	released
ad571159-611a-446e-8a43-4a5c0a76aea4	TCGA-D5-6530-01Z-00-DX1.5c4bbcd1-51ba-467d-93f9-f2a9e7c5e010.svs	7914cc81abe54091880adcc13c99704d	1318639179	released
3fa4a855-ff4c-4f82-a248-229b4668d3ae	TCGA-A6-5664-01Z-00-DX1.622f6650-1926-4fa2-b42b-74122d9a68a4.svs	bdfe0950ef98b0e125b382d259482e60	294223087	released
41e7dc14-d609-4047-a89d-53f63eb25fee	TCGA-AA-3818-01Z-00-DX1.80d3eeeb-9a4d-4211-90e8-605a4b809a63.svs	2ccba1e0784629625634c8fcb746b5f6	259827032	released
96b86ad8-69b1-4ce5-9382-6175af5db999	TCGA-DM-A28G-01Z-00-DX1.5e8602bd-31e1-4813-8214-cd56280defe5.svs	d35270dd392bcdf411cfab212c4385f2	1544264469	released
5ba7738a-dd63-4c39-b48d-7b9c28be1d7d	TCGA-AD-6888-01Z-00-DX1.47AE342C-4577-4D8B-9048-0B106C5960E7.svs	daddd8af9fcd8de15a48e2cf0bc11581	172226543	released
2d08a6f8-70b3-4c3e-aa8f-1bc325f37282	TCGA-G4-6294-01Z-00-DX1.29a1716d-8875-49f0-8a83-f416221623b3.svs	5ffa774bd6c439f192f317879661e926	796787795	released
9bf65c40-afed-49c7-9a5f-60309cd687c6	TCGA-A6-6649-01Z-00-DX1.9439bce8-5715-4d76-a5d8-c6cbe1b79435.svs	7dd602f157f148a0971f8b64a016dd31	149890641	released
